Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
V6J,Shaughnessy & co,"Shaughnessy, Kitsilano, Quilchena",Vancouver,49.26008920000004,-123.14635789299996,False,100.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Arts and Entertainment,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,Event,1536.0,1859.0,2468.0,2736.0,1536.0,1859.0,2468.0,2736.0,inner,2.408758879988277,0.6108771448446645,1.1063146562152646,0.942358394787836,0.39659662836936616,-0.20774334826145643,0.6475107347914968
V7J,North Vancouver (district municipality),North Vancouver  district municipality East Central,Vancouver,49.32230333200005,-123.02803091699997,False,7.0,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Dining and Lunching,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1616.0,1679.0,2078.0,2546.0,1616.0,1679.0,2078.0,2546.0,inner,9.167497813970959,0.9578586160677266,0.18427461187158026,-0.2759181646934084,0.07597956459286784,-0.1958193322618526,-0.854431546377244
V8J,Prince Rupert,Prince Rupert,Vancouver,54.31219000000005,-130.32708299999996,False,22.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,Event,1298.0,1580.0,1866.0,2235.0,1298.0,1580.0,1866.0,2235.0,outer,749.9432862727372,-0.4213927320439454,-0.3228474125174461,-0.938160807283213,-0.4488199450623478,1.111084579840651,-0.6121827913500277
V9J,Courtenay,Northern Outskirts,Vancouver,49.26267218315627,-123.200021652997,True,22.0,Dining and Lunching,Landmarks and Outdoors,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1502.0,1715.0,1861.0,2789.0,1502.0,1715.0,1861.0,2789.0,inner,6.30962168321007,0.46341001957486305,0.3686826207403171,-0.9537797375329726,0.48603191458070516,-0.20086130252301168,-0.6121827913500277
V1K,Merritt,Merritt,Vancouver,49.22206351497307,-122.98021499671984,False,43.0,Dining and Lunching,Retail,Bar,Arts and Entertainment,Food and Beverage Retail,Business and Professional Services,Community and Government,Education,Event,Financial Service,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,10.646681625720454,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.19320970173610855,-0.273034534311925
V2K,Prince George,Prince George North,Vancouver,37.26137763976413,-77.27566397149191,True,4.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,2018.0,2470.0,3093.0,4150.0,2018.0,2470.0,3093.0,4150.0,outer,3884.372593611216,2.7014405089636138,4.236128362292993,2.8947246760077787,2.782662566158675,6.640960134348486,-0.9028812973826872
V3K,Coquitlam,Coquitlam South,Vancouver,49.23738074500005,-122.85011187799996,False,34.0,Retail,Dining and Lunching,Arts and Entertainment,Food and Beverage Retail,Office,Bar,Business and Professional Services,Community and Government,Education,Event,1390.0,1763.0,1902.0,2393.0,1390.0,1763.0,1902.0,2393.0,inner,19.354108841405264,-0.022364040137423928,0.6145599658986329,-0.8257045094849443,-0.18220154465873342,-0.1778477381435853,-0.4183837873282547
V4K,Delta,Delta Northwest,Vancouver,49.09239,-123.086744,False,25.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Community and Government,Education,910.0,1262.0,1736.0,3074.0,910.0,1262.0,1736.0,3074.0,inner,18.922085516297734,-2.1042528674757968,-1.9517848241912883,-1.3442529937769612,0.9669575102454526,-0.17860992959543776,-0.5637330403445845
V5K,Hastings-Sunrise,Hastings-Sunrise,Vancouver,49.2899687,-123.0401161,False,29.0,Arts and Entertainment,Landmarks and Outdoors,Dining and Lunching,Bar,Business and Professional Services,Food and Beverage Retail,Retail,Travel and Transportation,Community and Government,Education,1616.0,1679.0,2078.0,2546.0,1616.0,1679.0,2078.0,2546.0,inner,6.190900174707822,0.9578586160677266,0.18427461187158026,-0.2759181646934084,0.07597956459286784,-0.20107075537815308,-0.4991333723373268
V6K,Kitsilano & co,"Kitsilano, Greektown",Vancouver,49.265096019000055,-123.16510141599996,False,100.0,Dining and Lunching,Food and Beverage Retail,Retail,Bar,Landmarks and Outdoors,Business and Professional Services,Sports and Recreation,Arts and Entertainment,Community and Government,Education,1452.0,1755.0,2346.0,3212.0,1452.0,1755.0,2346.0,3212.0,inner,3.7863425943926843,0.24654660006044923,0.573580408372247,0.5612564966937031,1.1998267460410146,-0.205312964367094,0.6475107347914968
V7K,North Vancouver (district municipality),North Vancouver  district municipality North Central,Vancouver,49.36456254400008,-123.050110529,False,2.0,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,1264.0,1511.0,1963.0,3085.0,1264.0,1511.0,1963.0,3085.0,inner,12.33609345872663,-0.5688598573137468,-0.6762960961825251,-0.635153560437878,0.9855195507798814,-0.19022917919729593,-0.935181131386316
V8K,Salt Spring Island,Salt Spring Island,Vancouver,48.81852000000004,-123.49060999999996,False,2.0,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,1033.0,1266.0,1811.0,1904.0,1033.0,1266.0,1811.0,1904.0,outer,56.47315019764418,-1.5707688554703387,-1.9312950454280953,-1.109969040030568,-1.007368619325616,-0.11236095912385828,-0.935181131386316
V9K,Qualicum Beach,Qualicum Beach,Vancouver,49.21239686839251,-123.06269218763468,False,17.0,Retail,Dining and Lunching,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1261.0,1648.0,2090.0,2114.0,1261.0,1648.0,2090.0,2114.0,inner,6.6028108669212875,-0.5818716624846116,0.025478826456834636,-0.23843273209398552,-0.6530023909410652,-0.200344047373548,-0.6929323763590998
V1L,Nelson,Nelson,Vancouver,49.27513952374797,-123.11641921814282,False,100.0,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Retail,Landmarks and Outdoors,Bar,Business and Professional Services,Food and Beverage Retail,Community and Government,Education,1444.0,1642.0,2162.0,2273.0,1444.0,1642.0,2162.0,2273.0,inner,1.5183143182775856,0.21184845293814303,-0.005255841687954839,-0.013520136497448106,-0.38469653230704814,-0.20931430333226309,0.6475107347914968
V2L,Prince George,East Central South,Vancouver,37.26137763976413,-77.27566397149191,True,4.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,2018.0,2470.0,3093.0,4150.0,2018.0,2470.0,3093.0,4150.0,outer,3884.372593611216,2.7014405089636138,4.236128362292993,2.8947246760077787,2.782662566158675,6.640960134348486,-0.9028812973826872
V3L,New Westminster,New Westminster Northeast,Vancouver,49.212041000000056,-122.92362199999997,False,61.0,Dining and Lunching,Retail,Arts and Entertainment,Bar,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Community and Government,Business and Professional Services,Education,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,14.877039969568862,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.18574634783698382,0.017663971720734518
V4L,Delta,Delta Southeast,Vancouver,49.26163600000007,-123.11334999999995,True,100.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Bar,Landmarks and Outdoors,Office,Business and Professional Services,Community and Government,Education,1337.0,1626.0,2052.0,2087.0,1337.0,1626.0,2052.0,2087.0,inner,1.034376306100824e-12,-0.2522392648227026,-0.08721495674072677,-0.3571366019921581,-0.698563763161936,-0.21199296933791822,0.6475107347914968
V5L,Grandview-Woodland,Grandview-Woodland,Vancouver,49.27958266900004,-123.066871505,False,100.0,Dining and Lunching,Food and Beverage Retail,Arts and Entertainment,Retail,Landmarks and Outdoors,Bar,Travel and Transportation,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,3.92743579983062,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20506404254077248,0.6475107347914968
V6L,Arbutus Ridge & co,"Arbutus Ridge, Dunbar-Southlands",Vancouver,49.24994388200008,-123.16648938799996,False,25.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Retail,Sports and Recreation,Business and Professional Services,Travel and Transportation,Arts and Entertainment,Bar,Community and Government,1502.0,1715.0,1861.0,2789.0,1502.0,1715.0,1861.0,2789.0,inner,4.081057892354583,0.46341001957486305,0.3686826207403171,-0.9537797375329726,0.48603191458070516,-0.2047930167906968,-0.5637330403445845
V7L,North Vancouver (city),North Vancouver  city South Central,Vancouver,49.31757368000007,-123.05960602799996,False,20.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1610.0,2016.0,2604.0,2928.0,1610.0,2016.0,2604.0,2928.0,inner,7.34766117490381,0.931835005725997,1.9105384726705892,1.3671932975812955,0.7205886086066697,-0.19902995504412882,-0.6444826253536565
V8L,Sidney,"North Saanich, YYJ",Vancouver,49.24797496747246,-123.06270379247988,False,46.0,Dining and Lunching,Travel and Transportation,Retail,Food and Beverage Retail,Community and Government,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Bar,Education,1136.0,1587.0,2188.0,4092.0,1136.0,1587.0,2188.0,4092.0,inner,3.987702029255681,-1.1240302112706462,-0.28699029968185835,0.06769830080130151,2.6847899887953224,-0.20495771864057163,-0.2245847833064817
V9L,Duncan,Duncan,Vancouver,49.33590851460393,-123.15551248525992,False,39.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Bar,Food and Beverage Retail,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1620.0,2077.0,3094.0,4580.0,1620.0,2077.0,3094.0,4580.0,inner,8.811125035876971,0.9752076896288797,2.223007598809282,2.897848462057731,3.5082696052318023,-0.19644805823415643,-0.3376342023191826
V1M,Langley Township,Langley Township North,Vancouver,49.16367400000007,-122.64143399999996,True,12.0,Dining and Lunching,Landmarks and Outdoors,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1056.0,1642.0,2083.0,2065.0,1056.0,1642.0,2083.0,2065.0,outer,36.06838257085541,-1.4710116824937083,-0.005255841687954839,-0.2602992344436489,-0.7356878442307937,-0.14835980121948805,-0.7736819613681719
V2M,Prince George,West Central,Vancouver,37.26137763976413,-77.27566397149191,True,4.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,2018.0,2470.0,3093.0,4150.0,2018.0,2470.0,3093.0,4150.0,outer,3884.372593611216,2.7014405089636138,4.236128362292993,2.8947246760077787,2.782662566158675,6.640960134348486,-0.9028812973826872
V3M,New Westminster,Annacis Island,Vancouver,49.16713223800008,-122.95187149199997,False,7.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,15.775771775839358,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.184160772104292,-0.854431546377244
V4M,Delta,Delta Southwest,Vancouver,49.02993790200003,-123.09521126899996,False,5.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1033.0,1266.0,1811.0,1904.0,1033.0,1266.0,1811.0,1904.0,outer,25.801698679161063,-1.5707688554703387,-1.9312950454280953,-1.109969040030568,-1.007368619325616,-0.16647266283216475,-0.8867313803808727
V5M,Hastings-Sunrise & co,"Hastings-Sunrise, Renfrew-Collingwood",Vancouver,49.260681000000034,-123.03448499999996,False,49.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Office,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,1174.0,1543.0,2560.0,2404.0,1174.0,1543.0,2560.0,2404.0,inner,5.74144441515205,-0.9592140124396917,-0.5123778660769812,1.2297467113834115,-0.16363950412430459,-0.20186370177250346,-0.17613503230103847
V6M,Shaughnessy & co,"Shaughnessy, Oakridge, Kerrisdale, Arbutus Ridge",Vancouver,49.23437496600008,-123.14523339699996,False,47.0,Dining and Lunching,Travel and Transportation,Retail,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1686.0,1623.0,2284.0,3330.0,1686.0,1623.0,2284.0,3330.0,inner,3.818463759711826,1.261467403387906,-0.10258229081312151,0.36758176159668476,1.398946817228524,-0.20525629502493822,-0.20843486630466732
V7M,North Vancouver (city),North Vancouver  city Southwest Central,Vancouver,49.32238458300003,-123.08193183999998,False,68.0,Dining and Lunching,Retail,Food and Beverage Retail,Bar,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1499.0,1853.0,2416.0,2928.0,1499.0,1853.0,2416.0,2928.0,inner,7.132266803213711,0.45039821440399824,1.075579988070475,0.7799215201903367,0.7205886086066697,-0.19940996172279243,0.13071339073343544
V8M,Central Saanich,Central Saanich,Vancouver,48.59234979200005,-123.42158823199998,False,9.0,Dining and Lunching,Food and Beverage Retail,Bar,Landmarks and Outdoors,Retail,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1033.0,1266.0,1811.0,1904.0,1033.0,1266.0,1811.0,1904.0,outer,77.78181210812811,-1.5707688554703387,-1.9312950454280953,-1.109969040030568,-1.007368619325616,-0.07476743346284624,-0.8221317123736152
V9M,Comox,Comox,Vancouver,49.28113701021351,-123.12808748480307,False,100.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Bar,Retail,Food and Beverage Retail,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1621.0,1852.0,2689.0,3232.0,1621.0,1852.0,2689.0,3232.0,inner,2.4194966390513764,0.979544958019168,1.0704575433796768,1.6327151118272079,1.233575910649067,-0.20772440431168726,0.6475107347914968
V1N,Castlegar,Castlegar,Vancouver,49.26163600000007,-123.11334999999995,True,100.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Bar,Landmarks and Outdoors,Office,Business and Professional Services,Community and Government,Education,1337.0,1626.0,2052.0,2087.0,1337.0,1626.0,2052.0,2087.0,inner,1.034376306100824e-12,-0.2522392648227026,-0.08721495674072677,-0.3571366019921581,-0.698563763161936,-0.21199296933791822,0.6475107347914968
V2N,Prince George,Prince George South,Vancouver,37.26137763976413,-77.27566397149191,True,4.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,2018.0,2470.0,3093.0,4150.0,2018.0,2470.0,3093.0,4150.0,outer,3884.372593611216,2.7014405089636138,4.236128362292993,2.8947246760077787,2.782662566158675,6.640960134348486,-0.9028812973826872
V3N,Burnaby,"Big Bend, Stride Avenue, Edmonds, Cariboo-Armstrong",Vancouver,49.21598,-122.942355,False,28.0,Dining and Lunching,Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Food and Beverage Retail,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,13.44753964883329,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.18826832491915607,-0.5152832893391412
V4N,Surrey,Surrey Northeast,Vancouver,49.1919839,-122.7980542,True,86.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Travel and Transportation,Business and Professional Services,Landmarks and Outdoors,Arts and Entertainment,Community and Government,Education,985.0,1303.0,1404.0,1552.0,985.0,1303.0,1404.0,1552.0,outer,24.237016305002957,-1.778957738204176,-1.7417645918685603,-2.381349962360995,-1.6013539164273392,-0.16923313306869825,0.4214118967660949
V5N,Grandview-Woodland & co,"Grandview-Woodland, Kensington-Cedar Cottage",Vancouver,49.25514178700007,-123.06674536799994,False,52.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Travel and Transportation,Community and Government,Sports and Recreation,Bar,Business and Professional Services,1174.0,1622.0,2362.0,4092.0,1174.0,1622.0,2362.0,4092.0,inner,3.4685006165345214,-0.9592140124396917,-0.10770473550391975,0.6112370734929337,2.6847899887953224,-0.20587371288339942,-0.12768528129559523
V6N,Kerrisdale & co,"Kerrisdale, Dunbar-Southlands, Musqueam",Vancouver,49.23206040900004,-123.18931296199996,False,12.0,Food and Beverage Retail,Dining and Lunching,Travel and Transportation,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1686.0,1799.0,2673.0,3902.0,1686.0,1799.0,2673.0,3902.0,inner,6.434990030689553,1.261467403387906,0.7989679747673698,1.5827345350279773,2.364172925018824,-0.20064012306989315,-0.7736819613681719
V7N,North Vancouver (district municipality),North Vancouver  district municipality Northwest Central,Vancouver,49.34521142300008,-123.07188537699994,False,6.0,Dining and Lunching,Landmarks and Outdoors,Bar,Food and Beverage Retail,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,1264.0,1511.0,1963.0,3085.0,1264.0,1511.0,1963.0,3085.0,inner,9.77182972143903,-0.5688598573137468,-0.6762960961825251,-0.635153560437878,0.9855195507798814,-0.19475314766675178,-0.8705814633790584
V8N,Victoria,Saanich North,Vancouver,49.28258152975446,-123.06555554773207,True,396.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,5.427886167328563
V9N,Courtenay,Courtenay Central,Vancouver,49.26267218315627,-123.200021652997,True,22.0,Dining and Lunching,Landmarks and Outdoors,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1502.0,1715.0,1861.0,2789.0,1502.0,1715.0,1861.0,2789.0,inner,6.30962168321007,0.46341001957486305,0.3686826207403171,-0.9537797375329726,0.48603191458070516,-0.20086130252301168,-0.6121827913500277
V1P,Kelowna,Kelowna East,Vancouver,49.27431500024507,-123.04273605135955,True,51.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Retail,Travel and Transportation,Food and Beverage Retail,Business and Professional Services,Bar,Community and Government,Education,1320.0,1554.0,2376.0,2210.0,1320.0,1554.0,2376.0,2210.0,inner,5.329114409387527,-0.3259728274576033,-0.45603097447820046,0.6549700781922604,-0.49100640082241337,-0.2025911495455092,-0.14383519829740965
V2P,Chilliwack,Chilliwack Central,Vancouver,49.2632999,-123.1402605,True,100.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Business and Professional Services,Landmarks and Outdoors,Bar,Community and Government,Education,Event,1355.0,1632.0,2130.0,2474.0,1355.0,1632.0,2130.0,2474.0,inner,1.9674440221343308,-0.17416843379751362,-0.056480288595937296,-0.11348129009590918,-0.045517427996121,-0.20852193217737824,0.6475107347914968
V4P,Surrey,Surrey South,Vancouver,49.1919839,-122.7980542,True,86.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Travel and Transportation,Business and Professional Services,Landmarks and Outdoors,Arts and Entertainment,Community and Government,Education,985.0,1303.0,1404.0,1552.0,985.0,1303.0,1404.0,1552.0,outer,24.237016305002957,-1.778957738204176,-1.7417645918685603,-2.381349962360995,-1.6013539164273392,-0.16923313306869825,0.4214118967660949
V5P,Kensington-Cedar Cottage & co,"Kensington-Cedar Cottage, Victoria-Fraserview",Vancouver,49.22303308400007,-123.06776649499994,False,29.0,Dining and Lunching,Travel and Transportation,Retail,Food and Beverage Retail,Landmarks and Outdoors,Business and Professional Services,Arts and Entertainment,Bar,Community and Government,Education,1261.0,1648.0,2090.0,2114.0,1261.0,1648.0,2090.0,2114.0,inner,5.426671542684892,-0.5818716624846116,0.025478826456834636,-0.23843273209398552,-0.6530023909410652,-0.202419035660112,-0.4991333723373268
V6P,Kerrisdale & co,"Kerrisdale, Oakridge, Marpole",Vancouver,49.20405600000004,-123.13308999999998,False,100.0,Retail,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1125.0,1213.0,1828.0,1937.0,1125.0,1213.0,1828.0,1937.0,inner,6.563114025757968,-1.1717401635638172,-2.2027846140404024,-1.0568646771813857,-0.9516824977223294,-0.20041408200186972,0.6475107347914968
V7P,North Vancouver (city),North Vancouver  city Southwest,Vancouver,49.32187866100003,-123.11337578299998,False,39.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,961.0,1376.0,1870.0,1940.0,961.0,1376.0,1870.0,1940.0,inner,6.699911106042668,-1.8830521795710946,-1.3678261294402883,-0.9256656630834055,-0.9466201230311215,-0.20017273955767317,-0.3376342023191826
V8P,Victoria,"Saanich, UVic",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
V9P,Parksville,Parksville,Vancouver,49.31873200000007,-124.31502799999998,False,21.0,Dining and Lunching,Travel and Transportation,Bar,Food and Beverage Retail,Landmarks and Outdoors,Retail,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1298.0,1580.0,1866.0,2235.0,1298.0,1580.0,1866.0,2235.0,outer,87.64637614951683,-0.4213927320439454,-0.3228474125174461,-0.938160807283213,-0.4488199450623478,-0.05736400649110443,-0.6283327083518421
V1R,Trail,Trail,Vancouver,49.26163600000007,-123.11334999999995,True,100.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Bar,Landmarks and Outdoors,Office,Business and Professional Services,Community and Government,Education,1337.0,1626.0,2052.0,2087.0,1337.0,1626.0,2052.0,2087.0,inner,1.034376306100824e-12,-0.2522392648227026,-0.08721495674072677,-0.3571366019921581,-0.698563763161936,-0.21199296933791822,0.6475107347914968
V2R,Chilliwack,Chilliwack West,Vancouver,49.2632999,-123.1402605,True,100.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Business and Professional Services,Landmarks and Outdoors,Bar,Community and Government,Education,Event,1355.0,1632.0,2130.0,2474.0,1355.0,1632.0,2130.0,2474.0,inner,1.9674440221343308,-0.17416843379751362,-0.056480288595937296,-0.11348129009590918,-0.045517427996121,-0.20852193217737824,0.6475107347914968
V3R,Surrey,Surrey North,Vancouver,49.20848182100008,-122.828025519,False,4.0,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,1390.0,1763.0,1902.0,2393.0,1390.0,1763.0,1902.0,2393.0,outer,21.60378962419333,-0.022364040137423928,0.6145599658986329,-0.8257045094849443,-0.18220154465873342,-0.17387876850146908,-0.9028812973826872
V4R,Maple Ridge,Maple Ridge Northwest,Vancouver,49.22945850742304,-123.15223897182496,True,48.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1686.0,1623.0,2284.0,3330.0,1686.0,1623.0,2284.0,3330.0,inner,4.563347595037879,1.261467403387906,-0.10258229081312151,0.36758176159668476,1.398946817228524,-0.20394214354534554,-0.1922849493028529
V5R,Renfrew-Collingwood,Renfrew-Collingwood,Vancouver,49.239375325000026,-123.04041288599996,False,60.0,Dining and Lunching,Retail,Landmarks and Outdoors,Travel and Transportation,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1180.0,1578.0,1934.0,2114.0,1180.0,1578.0,1934.0,2114.0,inner,5.858886646458802,-0.933190402097962,-0.3330923018990426,-0.7257433558864833,-0.6530023909410652,-0.20165650586527736,0.0015140547189201015
V6R,Kitsilano & co,"Kitsilano, West Point Grey, Jericho",Vancouver,49.26606990700003,-123.19744453699995,False,57.0,Dining and Lunching,Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Arts and Entertainment,Food and Beverage Retail,Community and Government,Education,1502.0,1715.0,1861.0,2789.0,1502.0,1715.0,1861.0,2789.0,inner,6.140610251761165,0.46341001957486305,0.3686826207403171,-0.9537797375329726,0.48603191458070516,-0.20115947871126183,-0.046935696286523144
V7R,North Vancouver (district municipality),North Vancouver  district municipality Northwest,Vancouver,49.358327634000034,-123.09338856699998,False,9.0,Dining and Lunching,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1264.0,1511.0,1963.0,3085.0,1264.0,1511.0,1963.0,3085.0,inner,10.851153084448413,-0.5688598573137468,-0.6762960961825251,-0.635153560437878,0.9855195507798814,-0.19284896566253784,-0.8221317123736152
V8R,Victoria,"Oak Bay, Fernwood, Jubilee, Jubilee, Oaklands",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
V9R,Nanaimo,Nanaimo South,Vancouver,49.28322998931212,-123.05654739166604,True,77.0,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Landmarks and Outdoors,Retail,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,1465.0,1564.0,2192.0,2210.0,1465.0,1564.0,2192.0,2210.0,inner,4.780636288044549,0.3029310891341968,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20355879483529,0.2760626437497652
V1S,Kamloops,Kamloops Southwest,Vancouver,49.27621582242037,-123.05467504502222,True,71.0,Dining and Lunching,Travel and Transportation,Retail,Landmarks and Outdoors,Arts and Entertainment,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,1465.0,1564.0,2192.0,2210.0,1465.0,1564.0,2192.0,2210.0,inner,4.567686544802838,0.3029310891341968,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20393448861046432,0.17916314173887868
